week,date,section,code,stage,count
24,Feb 23,L05,L05-3-20,Larvae,0
25,Mar 1,L05,L05-3-20,Adults,2
25,Mar 1,L05,L05-3-20,Pupae,0
25,Mar 1,L05,L05-3-20,Larvae,0
26,Mar 8,L05,L05-3-20,Adults,2
26,Mar 8,L05,L05-3-20,Pupae,0
26,Mar 8,L05,L05-3-20,Larvae,0
27,Mar 15,L05,L05-3-20,Adults,2
27,Mar 15,L05,L05-3-20,Pupae,0
27,Mar 15,L05,L05-3-20,Larvae,0
28,Mar 22,L05,L05-3-20,Adults,2
28,Mar 22,L05,L05-3-20,Pupae,0
28,Mar 22,L05,L05-3-20,Larvae,0
1,Sep 15,L05,L05-4-30,Adults,5
1,Sep 15,L05,L05-4-30,Pupae,0
1,Sep 15,L05,L05-4-30,Larvae,0
2,Sep. 22,L05,L05-4-30,Adults,4
2,Sep. 22,L05,L05-4-30,Pupae,0
2,Sep. 22,L05,L05-4-30,Larvae,0
3,Sep. 29,L05,L05-4-30,Adults,4
3,Sep. 29,L05,L05-4-30,Pupae,0
3,Sep. 29,L05,L05-4-30,Larvae,0
4,Oct. 6,L05,L05-4-30,Adults,4
4,Oct. 6,L05,L05-4-30,Pupae,0
4,Oct. 6,L05,L05-4-30,Larvae,0
5,Oct. 13,L05,L05-4-30,Adults,4
5,Oct. 13,L05,L05-4-30,Pupae,0
5,Oct. 13,L05,L05-4-30,Larvae,0
6,Oct 20,L05,L05-4-30,Adults,3
6,Oct 20,L05,L05-4-30,Pupae,0
6,Oct 20,L05,L05-4-30,Larvae,0
7,Oct. 27,L05,L05-4-30,Adults,3
7,Oct. 27,L05,L05-4-30,Pupae,0
7,Oct. 27,L05,L05-4-30,Larvae,0
8,Nov 3,L05,L05-4-30,Adults,2
8,Nov 3,L05,L05-4-30,Pupae,0
8,Nov 3,L05,L05-4-30,Larvae,0
9,Nov 10,L05,L05-4-30,Adults,2
9,Nov 10,L05,L05-4-30,Pupae,0
9,Nov 10,L05,L05-4-30,Larvae,0
10,Nov 17,L05,L05-4-30,Adults,1
10,Nov 17,L05,L05-4-30,Pupae,0
10,Nov 17,L05,L05-4-30,Larvae,0
11,Nov 24,L05,L05-4-30,Adults,1
11,Nov 24,L05,L05-4-30,Pupae,0
11,Nov 24,L05,L05-4-30,Larvae,0
12,Dec. 1,L05,L05-4-30,Adults,1
12,Dec. 1,L05,L05-4-30,Pupae,0
12,Dec. 1,L05,L05-4-30,Larvae,0
13,Dec. 8,L05,L05-4-30,Adults,1
13,Dec. 8,L05,L05-4-30,Pupae,0
13,Dec. 8,L05,L05-4-30,Larvae,0
14,Dec. 15,L05,L05-4-30,Adults,1
14,Dec. 15,L05,L05-4-30,Pupae,0
14,Dec. 15,L05,L05-4-30,Larvae,0
1,Sep 15,L05,L05-5-30,Adults,5
1,Sep 15,L05,L05-5-30,Pupae,0
1,Sep 15,L05,L05-5-30,Larvae,0
2,Sep. 22,L05,L05-5-30,Adults,3
2,Sep. 22,L05,L05-5-30,Pupae,0
2,Sep. 22,L05,L05-5-30,Larvae,0
3,Sep. 29,L05,L05-5-30,Adults,3
3,Sep. 29,L05,L05-5-30,Pupae,0
3,Sep. 29,L05,L05-5-30,Larvae,0
4,Oct. 6,L05,L05-5-30,Adults,2
4,Oct. 6,L05,L05-5-30,Pupae,0
4,Oct. 6,L05,L05-5-30,Larvae,0
5,Oct. 13,L05,L05-5-30,Adults,2
5,Oct. 13,L05,L05-5-30,Pupae,0
5,Oct. 13,L05,L05-5-30,Larvae,0
6,Oct 20,L05,L05-5-30,Adults,2
6,Oct 20,L05,L05-5-30,Pupae,0
6,Oct 20,L05,L05-5-30,Larvae,0
7,Oct. 27,L05,L05-5-30,Adults,2
7,Oct. 27,L05,L05-5-30,Pupae,0
7,Oct. 27,L05,L05-5-30,Larvae,0
8,Nov 3,L05,L05-5-30,Adults,2
8,Nov 3,L05,L05-5-30,Pupae,0
8,Nov 3,L05,L05-5-30,Larvae,0
9,Nov 10,L05,L05-5-30,Adults,1
9,Nov 10,L05,L05-5-30,Pupae,0
9,Nov 10,L05,L05-5-30,Larvae,0
10,Nov 17,L05,L05-5-30,Adults,0
10,Nov 17,L05,L05-5-30,Pupae,0
10,Nov 17,L05,L05-5-30,Larvae,0
11,Nov 24,L05,L05-5-30,Adults,0
11,Nov 24,L05,L05-5-30,Pupae,0
11,Nov 24,L05,L05-5-30,Larvae,0
12,Dec. 1,L05,L05-5-30,Adults,0
12,Dec. 1,L05,L05-5-30,Pupae,0
12,Dec. 1,L05,L05-5-30,Larvae,0
13,Dec. 8,L05,L05-5-30,Adults,0
13,Dec. 8,L05,L05-5-30,Pupae,0
13,Dec. 8,L05,L05-5-30,Larvae,0
